variable_only,coefficient,se,z_value,p_value,ci_low,ci_high,significant,n_coefs,direction,star_label,mode,source_root,partition,indicator,model_type,base_model,activity_type,source_summary,sig
Street Intersection Density,0.0031796987789988,0.0369054621060337,0.0861579451264736,0.931340861271304,-0.0691550069488273,0.0755144045068249,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0024962472912511,0.0361550769696294,-0.0690427873614536,0.9449555613482092,-0.0733601981517248,0.0683677035692226,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,-0.0065226780257276,0.0279564138480437,-0.2333159775492478,0.8155160526470465,-0.0613172491678934,0.0482718931164381,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.0189576741921363,0.029105153672512,-0.6513511114026741,0.5148198617204847,-0.0760037753902599,0.0380884270059872,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.0247422048272299,0.0332112248029065,0.7449952530827644,0.4562745895433022,-0.0403517957864668,0.0898362054409267,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.0072884444928503,0.0295927548491519,-0.2462915172988453,0.8054565759579718,-0.0652902439971881,0.0507133550114873,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.0093876718650833,0.0397665963918967,0.2360692821826769,0.813378909607691,-0.0685548570630343,0.0873302007932009,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.0131148389489436,0.0442587429917053,-0.2963219934059469,0.7669841914549943,-0.099861975212686,0.0736322973147988,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,-0.0030668292619834,0.0407824626792589,-0.0751997074355975,0.9400558171296072,-0.0830004561133309,0.076866797589364,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0004441482225859,0.0394518611633064,-0.0112579789518029,0.991017622149804,-0.0777697961026666,0.0768814996574947,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0077160765499671,0.0307747940224556,0.2507271549676957,0.8020250645097513,-0.0526025197340459,0.0680346728339803,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0011870764507567,0.0319419889111901,0.0371635108276199,0.970354632643028,-0.0614192218151758,0.0637933747166893,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.0789672821203517,0.0658217016964699,1.1997149889029188,0.2302500497340016,-0.0500432532047294,0.2079778174454329,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.0705659318200195,0.0577845918064537,1.2211894142365178,0.2220143113227709,-0.0426918681206298,0.1838237317606689,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.1961033501498982,0.0785365236368238,2.496970085622052,0.0125259522963593,0.0421717638217236,0.3500349364780729,sig,3,Positive,*,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Population (20-55),-0.1256194586137204,0.0844927136956488,-1.4867490120652804,0.137081112652468,-0.2912251774571922,0.0399862602297512,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0203018505306371,0.077762084012375,0.2610764717597634,0.7940335354365959,-0.1321118341336178,0.1727155351948922,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,0.0328756069448039,0.0736317426398231,0.4464868787041782,0.6552455886477795,-0.1114426086292493,0.1771938225188573,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,-0.1007631009615114,0.0578127967497534,-1.7429203675731375,0.0813475257492429,-0.2140761825910281,0.0125499806680053,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.061234585176297,0.0615784754036728,-0.9944154150436262,0.3200206664432483,-0.1819283969674959,0.0594592266149017,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.1664188808366049,0.1213943579992879,1.370894690489496,0.1704077867368803,-0.0715140608419994,0.4043518225152093,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.0714181937526865,0.1035114141075668,-0.6899547684516246,0.4902226322538975,-0.2743005654035175,0.1314641778981445,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.2139824919795835,0.1419306689256503,1.5076550656692609,0.1316428314902989,-0.0642016191146911,0.4921666030738582,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.0522069364343663,0.1600639026959645,-0.3261630858366081,0.744300968749463,-0.3659321857184569,0.2615183128497242,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,-0.0592258281257618,0.1521589379124241,-0.3892366031093719,0.6971011288429064,-0.3574573464341131,0.2390056901825895,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0208557908105834,0.1431003767450044,-0.1457423892583256,0.8841247568316368,-0.301332529230792,0.2596209476096251,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0775321899214796,0.1112252502200024,0.6970736390174147,0.4857567103770048,-0.1404693005097251,0.2955336803526843,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0687604947843728,0.1154959553573528,0.595349807459689,0.5516096689038275,-0.1576115777160387,0.2951325672847845,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.0192068811280397,0.0446160055790628,0.4304930680987069,0.6668370080785384,-0.0682404898069233,0.1066542520630029,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.0160533595027543,0.0370196010908734,0.4336448537991406,0.664546357899023,-0.0565050586353576,0.0886117776408663,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.0289259669583356,0.0509926371317333,0.5672577176898861,0.5705390993706553,-0.0710196018198618,0.128871535736533,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),0.014771624574731,0.0553446096700642,0.2669026787394789,0.7895440941073865,-0.0937038103785949,0.123247059528057,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,-0.0235284586523479,0.0495869732687102,-0.4744887034110331,0.6351514517114996,-0.12071892625902,0.0736620089543242,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,0.0094731510566793,0.0470633119740801,0.2012852614770645,0.8404755263589623,-0.0827709404125176,0.1017172425258764,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,-0.0394265500933591,0.038834601250533,-1.015242820159456,0.3099900935582341,-0.1155423685444039,0.0366892683576856,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.0145596706354596,0.0406226882744551,-0.358412287662786,0.7200347974154424,-0.0941801396533917,0.0650607983824723,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.015492079383305,0.0497585487926042,0.3113450805785497,0.7555382997198404,-0.0820346762501992,0.1130188350168093,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.034369579482427,0.0407660333995396,0.8430935417625205,0.3991761303858307,-0.0455318459806706,0.1142710049455247,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.0412916369184392,0.0552585800024168,0.7472439016100895,0.4549163482131372,-0.0670151798862978,0.1495984537231763,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW3_Cluster_1,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
